,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,Classification
0,1.998401444325282e-18,5.884825293284244e-05,6.552439791226793e-05,7.872789329155045e-05,7.460060776562794e-05,7.159159413482637e-05,5.929344322345837e-05,5.493861799831045e-05,4.164398962556951e-05,2.4053070421114908e-05,9.919203757746257e-05,6.567453189476682e-05,6.088570565475092e-05,8.529954462773215e-05,4.341215064648532e-05,7.02957902462358e-05,5.7249774531933605e-05,8.446774961266358e-05,0.00010372992387221076,5.71517034005213e-05,8.08495834344584e-05,0.00011770255809865928,0.00010048656586372355,3.5931849533170406e-05,5.09275860140284e-05,4.7866324279182925e-05,6.204031381046383e-05,4.665175317723712e-05,8.986565992257982e-05,9.28317101499987e-05,1.933522643340733e-05,0.00018114948852199867,0.00015893845204320532,2.3949374311256202e-05,7.868842809431942e-05,9.12579827148059e-05,1.0123923181136979e-05,2.0059142113339182e-05,0.00012201233507552719,0.00010864046830747643,7.933336094276092e-05,9.353759664838094e-05,2.9859434073074326e-05,5.7413049469285704e-05,4.51167419930222e-05,2.4781507494819384e-05,3.1095764215828e-05,5.271552465882593e-05,4.671367567383397e-05,3.2736128495950276e-05,0.00014768000000000048,1
1,6.439293542825909e-18,4.732190339309735e-05,0.00012096938438770783,3.5197841011635525e-05,7.152894866566021e-05,9.108725424861702e-05,1.1655982796206987e-05,4.6102884124680795e-05,0.0001109017562854702,5.676433300160538e-05,5.179147195222278e-05,8.479303009011418e-05,8.990435361490666e-05,3.810492718045581e-05,4.704083791962834e-05,0.0001708380306370204,0.00014774864949106638,5.979125248938658e-05,0.00015623608038539653,0.0001869055227767456,8.69311280279417e-05,4.643501867501054e-05,7.013021777458644e-05,9.88560603797379e-05,5.484634316047729e-05,9.381876144993663e-06,2.9495484729685062e-05,0.00018607681999336195,9.807399200739684e-05,0.00014241406718528508,0.0001375447033986482,7.301573781301159e-05,0.00014719134533604212,0.00023035031860522322,1.5800241433398198e-05,0.0002767563659493834,3.704201398490968e-05,0.0001259889605302558,2.0666505815410907e-05,6.787255436844277e-05,7.15945597080511e-05,3.876215480319682e-05,8.637398451078127e-05,6.767833926995576e-05,9.13576695426298e-05,6.4118412333881725e-06,9.896157083812889e-05,4.497211454566373e-05,3.4021107238585686e-05,0.00012448534360106283,3.960000000000208e-05,1
2,8.437694987151191e-18,0.00011043202669255352,4.888223602987679e-05,0.00014952106038263832,6.903208378487055e-05,8.432385019882688e-05,8.707935093122098e-05,0.00011559653631879316,0.0001411232886917418,1.1825511803060945e-05,0.00013786499056805067,6.126993299013206e-05,5.720869772036685e-05,0.00014056059445104226,9.191717285792708e-05,3.972448173480343e-05,0.00015878653427260124,0.00011237614041312783,0.0001239931897852961,0.00013198522074053343,9.722006294611797e-06,0.00015994896608155672,6.46174140973026e-05,0.00012784654792920495,7.368282799671046e-05,6.964082782391475e-05,8.322996166859376e-05,0.00012628065980761305,4.549676238080884e-05,4.89160736841657e-05,0.00012003903396675349,0.00018727045113005466,9.396172984980321e-05,2.2986606818894534e-05,0.00020492542677886342,9.450571017514623e-05,7.645261968118665e-05,7.611153686597141e-05,6.071517368018097e-05,4.050215614016323e-05,7.928439880334375e-05,3.101463228569417e-05,0.00012189326307720253,9.139182427617361e-05,0.00013466175111693005,9.307386949535647e-05,5.816085624963041e-05,5.1116746101673326e-05,5.221407148356943e-05,7.878060670705662e-05,6.516999999999884e-05,1
3,3.1086244689504388e-18,0.00012449223353057853,0.00014027892582030223,6.108205123533676e-05,0.00017818468165023548,0.0001449846323703754,6.617631525082292e-05,8.566172748237029e-05,8.645588587998586e-05,5.3296205051718565e-05,2.0946402330752016e-05,6.886797799995041e-05,3.844724812148896e-05,0.00013347156482350112,8.689922031143765e-05,7.377143922428944e-05,0.00012097937119314727,3.940115145454946e-05,0.00012244081034070437,4.095845465595082e-05,9.974841196979491e-05,6.520585018308932e-05,6.90123169029606e-05,0.00013006772145599384,6.205384174800044e-05,5.510398896631758e-05,9.217757194074961e-05,0.00012718140344257874,7.046984666353828e-05,0.00014210447900109215,0.00011338701658213884,0.0001826738450530945,0.00012161478382715354,3.553987308915632e-05,0.0001384177706087627,7.195847427673432e-05,4.555959592910485e-05,2.9367465094058957e-05,1.865591928577749e-05,0.00010152965674831717,3.7084735532346414e-05,0.00011522152643769377,2.162181432772299e-05,8.467412828953051e-05,8.302080504450471e-05,6.262667571385722e-05,8.092489227780713e-05,0.00015497073813716222,0.00013204599697927964,0.00010315733295544874,1.180000000000181e-06,1
4,1.1324274851176598e-17,3.3544957973519016e-05,4.703054670201143e-05,6.808800915469338e-05,0.00010645857732442117,0.00010334638482187792,7.120988517649646e-05,4.102336596626952e-05,6.344573338781638e-05,5.828001919840967e-05,4.247506520508562e-05,2.7510785815896697e-05,0.00011220200678132938,0.00010558133842452498,9.51948678833405e-05,0.0001467761033964024,0.00015889239309102641,0.00010622601380241846,8.934230643314971e-05,2.6090739246599017e-05,9.362222724800449e-05,6.41006391473894e-05,0.000126676274752391,9.221870991952558e-05,0.0001339231142192042,9.175285608633662e-05,9.021917447227351e-05,5.224741249489944e-05,8.014735200946982e-05,0.0002336607561964871,5.5750924080447016e-05,8.936891961051815e-05,0.000150233861474067,6.924088622370714e-05,0.00020133099129574606,0.00010585065276715248,2.3221770883844738e-05,7.974300857963146e-05,1.4950313472005004e-05,6.411442678241887e-05,4.5895983104438955e-05,0.00011311898014300767,0.00010775015913932459,4.387241332083767e-05,7.236756324554997e-05,7.743278972621904e-05,3.633858952612691e-05,3.6962857075969965e-05,3.494124036437877e-05,0.00011646262358629683,4.5639999999999455e-05,1
5,4.662936703425658e-18,2.2856625305795905e-05,9.545778247263853e-05,8.297058941057563e-05,7.096356209336142e-05,6.696412105701494e-05,7.001645874257365e-05,5.134031248628769e-05,7.401534122386666e-05,5.205912089247604e-05,0.00010033064271035412,0.00013123206093805094,2.1903976097516586e-05,7.999067689075349e-05,4.4351940023669096e-05,5.725744209438589e-05,2.6037851113378287e-05,4.691599572408856e-05,0.00010565040152996731,9.647460358257918e-05,0.00010178720812177756,6.18237628931978e-05,2.0673422159796927e-05,0.00012702907593020943,4.9974330520679375e-05,0.00012381869406515305,6.725389433033834e-05,6.904414397045657e-05,7.62191483250399e-05,3.1540532577733345e-05,0.00011425590283800363,7.530059064981443e-05,0.00011839295814769438,0.0001379472580435065,6.92719851659935e-05,4.6928986368681396e-05,8.186305424371759e-05,6.464610648315934e-05,4.9667429378291824e-05,3.6659947495712344e-05,0.00012084479410704523,4.791897678266177e-05,2.8535385307021136e-05,9.885604056717584e-05,1.0118632913526402e-05,7.68724401478032e-05,6.763766681628264e-05,5.2724523414848964e-05,2.813951057779985e-05,8.381635382231601e-05,5.754000000000059e-05,1
6,8.881784197001253e-19,7.868024120168477e-06,5.1805498470398526e-05,0.000104744495707562,4.838699015092226e-05,5.105117308116674e-05,0.00011653798642968679,7.288718413421402e-05,4.599752912000916e-05,6.687044927463407e-05,3.8144708066321734e-05,9.15453264864346e-05,0.00019593329732985144,0.00011255766681863887,8.948817658634443e-05,9.972939123218575e-05,6.0982658986154165e-05,0.00011454149294630617,0.000153391167249235,4.1883529369275356e-05,3.3387481431062785e-05,3.8835187533567326e-05,5.0759971110963e-05,0.00018067445816931856,0.0001912781172053957,5.5336722888150795e-05,0.0001259161581750528,9.426063451619308e-05,6.692186705518175e-05,2.704588940640266e-05,0.00010058467848800306,0.0001808085176973485,5.316589552410239e-05,2.2181538244745625e-05,0.00010309318306354494,6.0875711363737334e-05,7.822191051214811e-05,0.00020343923154395803,0.0001298035625666179,8.939502322191161e-05,8.949525900119259e-05,6.174443096971834e-05,3.810288373114767e-05,0.0001875155046724134,0.00014793422388693605,5.858878405849986e-05,4.022546524003138e-05,5.271168593915776e-05,1.7586942870938122e-05,6.461128800599394e-05,7.130000000000969e-06,1
7,6.439293542825909e-18,2.861974175844826e-05,6.117220617305256e-05,3.094607397250008e-05,2.4564198165879116e-05,0.00010179083528959377,7.143952251015788e-05,8.740669245253751e-05,6.97253519705746e-05,8.812380698079405e-05,7.751071875464657e-05,5.970355038917943e-05,7.113567333310134e-05,7.795025579099899e-05,6.67186409635697e-05,5.905745183486252e-05,7.522369310874384e-05,0.0001591639638456032,3.62809445342651e-05,6.455184539914824e-05,8.685911210312063e-05,2.041321535243545e-05,3.558725534245642e-05,0.0001473019728777878,4.6228629038095774e-05,6.752086492337135e-05,4.329276986683704e-05,2.279943480102661e-05,2.3265256986634597e-05,0.0001885808568007272,8.014875032174845e-05,5.400808287991107e-05,0.00011507716126875536,0.00010187697124266398,0.0001487248698511232,6.208927623238486e-05,0.00019404946517292152,6.184417156505764e-05,0.00016492839827780438,1.938859735398369e-05,0.00011849912212610444,0.00010540840302139075,4.791026015837049e-05,5.9557923262332105e-05,4.136310904296098e-05,6.102865565256038e-05,7.717171866952033e-05,3.6147113909313064e-05,7.945912056464704e-05,0.00010228013887513051,2.853999999999979e-05,1
8,1.6875389974302382e-17,9.273375304021208e-05,9.595221378675186e-06,2.7605947640340585e-05,5.156156751541447e-05,5.049848436744082e-05,6.468602283330183e-05,9.331764023094769e-05,7.149183770529737e-05,7.550099705895046e-05,2.9392328245461986e-05,4.8402327844247965e-06,2.1902614944935584e-05,5.668341235181952e-05,4.94097154248821e-05,0.00012895897365043402,0.00017426739048844868,8.560353602214032e-05,9.001877366953172e-05,7.18183601219684e-05,3.068950844735947e-05,5.5003904584108894e-05,0.00010834106513247688,5.009853534362524e-05,6.218903367445294e-05,8.205135221311164e-05,0.0001423934965756616,9.555111537450126e-05,0.00010653095757875765,8.323385156462224e-05,0.00011881256389924087,0.00011220176273815828,9.79078831887555e-05,0.00012639274031896706,0.00013077455244798423,8.282050062255086e-05,0.00015960017529981384,0.0001254646874485001,0.00011877364095442995,5.246459081608314e-05,7.613630258463697e-05,0.00011617885658849356,0.00012837069459400782,0.00012341113477493354,2.4240661293013928e-05,4.999602452443539e-05,6.0018499149819554e-05,4.092892887208813e-05,4.322581901626547e-05,0.00010696554965298109,5.447999999999853e-05,1
9,9.103828801926286e-18,6.426271701803668e-05,7.286522211788813e-05,2.8540786947111243e-05,6.573509693882214e-05,2.768564976080445e-05,2.0549990278658208e-05,8.99044231831284e-05,2.0185314193701635e-05,4.597668689393831e-05,4.5210384223018415e-05,0.0001879231121937201,1.9192237630354286e-05,3.1887158102094155e-05,5.9511317341822626e-05,0.00017258229313961364,2.110895247159579e-05,6.188948608307332e-05,0.00012949057382247682,0.00018728486301824144,0.0001479275169194748,9.913240260127873e-05,0.00014751022427445963,7.992669078453623e-05,2.0771472952083345e-05,0.00012483729610977614,8.45784462536192e-05,0.00020173791660054664,0.00012011990671502592,9.23801086622912e-05,3.940444719073108e-05,4.886096782259401e-05,0.00011953287149170677,0.00011089029381491854,4.2926670088279964e-05,0.00011090676271150917,5.960182639040861e-05,5.4008369623404856e-05,2.351722403089397e-05,9.298358057208871e-05,1.4602651746803846e-05,5.092104349806649e-05,0.0001045048644556113,8.490662200987619e-05,0.000113795739986455,0.0001499501913198095,4.300112606169683e-05,4.672732097442905e-05,7.409996065195176e-05,5.828560994455161e-05,0.00018377000000000066,1
